,ESG_DISCLOSURE_SCORE,PE_RATIO,PX_TO_BOOK_RATIO,IS_EPS,RETURN_COM_EQY,TOT_DEBT_TO_TOT_EQY,BOOK_VAL_PER_SH,PROF_MARGIN,RETURN_ON_ASSET,Ticker,Industry,MarketCap,ESG_SCORE,BETA_RAW_OVERRIDABLE,OPER_INC_GROWTH
2020-12-31,45.6594,,1.2853,-0.49,-1.8901,53.2979,24.3291,-10.3369,-1.0327,JBGS US Equity,Real Estate,1781989288.1699998,5.14,2.8689,-47.1491
2021-12-31,48.3553,,1.2542,-0.63,-2.6825,71.7472,22.8918,-12.494,-1.2716,JBGS US Equity,Real Estate,1781989288.1699998,5.58,1.2623,
2022-12-31,47.8322,,0.8069,0.7,2.9837,76.4392,23.5226,14.0917,1.3893,JBGS US Equity,Real Estate,1781989288.1699998,,0.5547,
2015-12-31,30.1781,71.6,1.7186,0.25,2.4346,84.3117,10.4156,12.3841,1.1492,ROIC US Equity,Real Estate,1753006178.1699998,1.95,0.6149,35.5487
2016-12-31,31.7272,68.1613,1.9437,0.31,2.9443,87.8923,10.8712,13.8092,1.3196,ROIC US Equity,Real Estate,1753006178.1699998,1.99,1.1142,30.0598
2017-12-31,31.7272,57.0,1.8616,0.35,3.2169,111.8457,10.7165,14.0807,1.3496,ROIC US Equity,Real Estate,1753006178.1699998,1.93,-2.3904,21.3733
2018-12-31,31.7272,41.7895,1.5235,0.38,3.573,113.3211,10.4236,14.4477,1.4146,ROIC US Equity,Real Estate,1753006178.1699998,1.89,0.5775,10.355
2019-12-31,35.9018,42.0476,1.7445,0.42,4.1261,109.1048,10.1235,16.555,1.651,ROIC US Equity,Real Estate,1753006178.1699998,3.65,0.9002,-1.131
2020-12-31,42.9735,49.5926,1.3181,0.27,2.6915,106.4103,10.1584,11.268,1.1086,ROIC US Equity,Real Estate,1753006178.1699998,3.39,2.8043,-7.5816
2021-12-31,43.8386,75.1759,1.8832,0.44,4.3214,98.5572,10.4079,18.8342,1.8481,ROIC US Equity,Real Estate,1753006178.1699998,4.85,6.6351,-2.0032
2022-12-31,,42.3063,1.4441,0.42,4.0023,101.9614,10.4077,16.5753,1.7485,ROIC US Equity,Real Estate,1753006178.1699998,,1.5041,15.6415
2015-06-30,32.2402,,,0.29,2.0618,5.4263,14.0064,1.1587,1.5473,LRN US Equity,Consumer Discretionary,1592412697.0,,,-19.3778
2015-12-31,,30.3448,0.6283,,,,,,,LRN US Equity,Consumer Discretionary,1592412697.0,2.45,-1.6144,
2016-06-30,32.2402,,,0.24,1.6492,4.0853,14.0801,1.0353,1.2526,LRN US Equity,Consumer Discretionary,1592412697.0,,,-24.4912
2016-12-31,,48.1089,1.2187,,,,,,,LRN US Equity,Consumer Discretionary,1592412697.0,2.46,11.7782,
2017-06-30,32.2402,,,0.01,0.0796,3.8093,14.0691,0.0508,0.0614,LRN US Equity,Consumer Discretionary,1592412697.0,,,-5.6418
2017-12-31,,50.9072,1.1301,,,,,,,LRN US Equity,Consumer Discretionary,1592412697.0,2.48,-10.3534,
2018-06-30,32.2402,,,0.7,4.7558,4.4309,14.8401,3.0096,3.7394,LRN US Equity,Consumer Discretionary,1592412697.0,,,94.5693
2018-12-31,,36.4559,1.6705,,,,,,,LRN US Equity,Consumer Discretionary,1592412697.0,2.54,-2.4654,
2019-06-30,32.2402,,,0.96,6.0971,3.8916,15.7395,3.6632,4.7656,LRN US Equity,Consumer Discretionary,1592412697.0,,,78.0622
2019-12-31,,22.3626,1.2929,,,,,,,LRN US Equity,Consumer Discretionary,1592412697.0,2.49,-2.1023,
2020-06-30,32.4313,,,0.62,3.7451,34.8232,16.4687,2.3546,2.5893,LRN US Equity,Consumer Discretionary,1592412697.0,,,-28.644
2020-12-31,,35.3833,1.2891,,,,,,,LRN US Equity,Consumer Discretionary,1592412697.0,2.28,-1.762,
2021-06-30,33.7994,,,1.78,9.6557,57.9486,19.3533,4.6495,5.3914,LRN US Equity,Consumer Discretionary,1592412697.0,,,240.3149
2021-12-31,,19.4912,1.7222,,,,,,,LRN US Equity,Consumer Discretionary,1592412697.0,2.41,4.9531,
2022-06-30,,,,2.58,13.2486,69.6142,18.9953,6.3516,6.6523,LRN US Equity,Consumer Discretionary,1592412697.0,,,41.8013
2022-12-31,,12.4127,1.6467,,,,,,,LRN US Equity,Consumer Discretionary,1592412697.0,,1.3628,
2015-01-31,26.8886,,,3.39,45.3325,0.0,7.3435,14.0975,29.8478,BKE US Equity,Consumer Discretionary,1745279819.64,,,-0.0082
2015-12-31,,9.1065,4.1914,,,,,,,BKE US Equity,Consumer Discretionary,1745279819.64,,3.4098,
2016-01-30,27.9348,,,3.06,38.3589,0.0,8.5207,13.1548,26.4003,BKE US Equity,Consumer Discretionary,1745279819.64,,,-10.6568
2016-12-31,,7.451,2.6758,,,,,,,BKE US Equity,Consumer Discretionary,1745279819.64,,1.5073,
2017-01-28,27.9348,,,2.04,23.236,0.0,8.8547,10.0486,16.998,BKE US Equity,Consumer Discretionary,1745279819.64,,,-33.4634
2017-12-31,,11.6995,2.6822,,,,,,,BKE US Equity,Consumer Discretionary,1745279819.64,,3.0443,
2018-02-03,31.9686,,,1.86,21.8322,0.0,8.0147,9.8214,16.0483,BKE US Equity,Consumer Discretionary,1745279819.64,,,-12.2296
2018-12-31,,10.4541,2.4131,,,,,,,BKE US Equity,Consumer Discretionary,1745279819.64,,0.8861,
2019-02-02,31.9686,,,1.97,24.3548,0.0,8.0355,10.7971,17.9475,BKE US Equity,Consumer Discretionary,1745279819.64,,,-9.8077
2019-12-31,,13.7259,3.3651,,,,,,,BKE US Equity,Consumer Discretionary,1745279819.64,,1.6626,
2020-02-01,31.9686,,,2.15,26.6732,97.0202,7.9086,11.5999,14.9698,BKE US Equity,Consumer Discretionary,1745279819.64,,,8.7399
2020-12-31,,13.6449,3.6922,,,,,,,BKE US Equity,Consumer Discretionary,1745279819.64,,2.522,
2021-01-30,32.2704,,,2.67,33.1236,77.2178,8.0277,14.4394,15.188,BKE US Equity,Consumer Discretionary,1745279819.64,,,27.7763
2021-12-31,,15.906,5.2705,,,,,,,BKE US Equity,Consumer Discretionary,1745279819.64,,3.4709,
2022-01-29,32.2704,,,5.2,71.8255,92.1438,6.2926,19.6832,31.3297,BKE US Equity,Consumer Discretionary,1745279819.64,,,99.6756
2022-12-31,,8.7888,7.2068,,,,,,,BKE US Equity,Consumer Discretionary,1745279819.64,,0.8139,
2015-12-31,29.9467,14.5344,1.2168,1.73,8.301,66.8475,20.8908,24.3122,1.0391,FRME US Equity,Financials,1736719864.5,1.59,-0.9584,10.6508
2016-12-31,31.1236,19.0152,1.7103,1.99,9.2621,76.9913,22.0141,27.788,1.1601,FRME US Equity,Financials,1736719864.5,1.74,3.5448,19.3423
2017-12-31,31.1236,17.4741,1.5875,2.13,8.7213,64.0131,26.4953,27.5831,1.1589,FRME US Equity,Financials,1736719864.5,1.72,-3.6822,22.9468
2018-12-31,31.1236,10.6429,1.2018,3.23,11.7458,47.6447,28.516,38.3176,1.6532,FRME US Equity,Financials,1736719864.5,1.66,1.1784,40.8282
2019-12-31,31.1236,13.0376,1.2898,3.2,10.3023,42.2139,32.2465,37.095,1.4722,FRME US Equity,Financials,1736719864.5,1.62,1.1357,3.0015
2020-12-31,31.4656,13.6533,1.0761,2.75,8.12,37.5855,34.7656,30.2,1.1205,FRME US Equity,Financials,1736719864.5,1.72,2.4891,-12.2868
2021-12-31,31.5763,10.9948,1.1704,3.82,10.8568,34.188,35.7902,39.525,1.3925,FRME US Equity,Financials,1736719864.5,1.65,2.0713,41.662
2022-12-31,31.5763,10.2383,1.1975,3.8,11.1941,65.8188,34.3291,35.3564,1.3302,FRME US Equity,Financials,1736719864.5,,0.2986,6.1813
2019-12-31,,,,-1.9133,,21.0413,-3.8287,-2668.3484,,RXRX US Equity,Health Care,2323701310.4,,,
2020-12-31,,,,-2.66,,6.4713,-6.163,-2196.0121,-43.5013,RXRX US Equity,Health Care,2323701310.4,,,-35.5119
2021-12-31,29.2828,,5.3722,-1.49,,2.1141,3.1886,-1832.1772,-41.0326,RXRX US Equity,Health Care,2323701310.4,,,-116.0078
2022-12-31,,,3.0316,-1.36,-46.557,10.499,2.5432,-601.0491,-36.5157,RXRX US Equity,Health Care,2323701310.4,,,-34.4423
2017-12-31,,,,,,0.0,,,,SWTX US Equity,Health Care,1747519527.0000002,,,
2018-12-31,,,,-13.162,,0.0,,,-60.4117,SWTX US Equity,Health Care,1747519527.0000002,,,
2019-12-31,31.9586,,5.1395,-3.81,,0.0,7.489,,-30.4294,SWTX US Equity,Health Care,1747519527.0000002,,,-220.3667
2020-12-31,31.9586,,6.3555,-1.05,-10.368,0.4908,11.4105,-130.2114,-10.005,SWTX US Equity,Health Care,1747519527.0000002,,,21.8015
2021-12-31,31.9586,,7.2264,-3.59,-35.5116,0.3056,8.5769,,-33.8121,SWTX US Equity,Health Care,1747519527.0000002,,-9.6811,-274.4668
2022-12-31,32.0692,,2.9087,-5.21,-56.5818,0.9407,8.9421,,-51.2437,SWTX US Equity,Health Care,1747519527.0000002,,0.9388,-61.8016
2019-12-31,,,,-466.1966,,0.0,-704.509,,,ACLX US Equity,Health Care,1609222725.6000001,,,
2020-12-31,,,,-617.4491,,0.0,-1051.1385,,-63.3775,ACLX US Equity,Health Care,1609222725.6000001,,,-78.569
2021-12-31,,,,-801.1206,,0.0,-3.6153,,-69.6808,ACLX US Equity,Health Care,1609222725.6000001,,,-102.5735
2022-12-31,,,6.6669,-5.19,,43.0004,4.6469,,-85.2596,ACLX US Equity,Health Care,1609222725.6000001,,,-194.1632
2015-12-31,31.3047,9.6234,0.644,2.31,8.1064,127.9777,29.5351,3.806,2.5635,SKYW US Equity,Industrials,1827144460.6399999,1.44,-4.4296,843.7983
2016-12-31,31.3047,13.1326,1.3967,-3.14,-11.3101,188.4248,26.0972,-5.177,-3.3011,SKYW US Equity,Industrials,1827144460.6399999,1.44,4.7183,
2017-12-31,29.0112,15.4751,1.5665,8.28,27.6245,153.166,33.8969,13.7356,8.1834,SKYW US Equity,Industrials,1827144460.6399999,1.43,-4.6496,
2018-12-31,31.7775,8.3906,1.1634,5.4,15.0794,160.8718,38.2243,8.7027,4.7571,SKYW US Equity,Industrials,1827144460.6399999,1.42,2.4138,22.1745
2019-12-31,34.9462,9.2902,1.4953,6.68,16.4327,153.8913,43.2213,11.4436,5.2443,SKYW US Equity,Industrials,1827144460.6399999,1.38,1.7538,8.0075
2020-12-31,40.5191,5.8231,0.9454,-0.17,-0.3947,163.2208,42.6363,-0.4003,-0.1257,SKYW US Equity,Industrials,1827144460.6399999,1.39,6.5744,-78.7603
2021-12-31,50.2263,,0.8732,2.22,5.0787,147.5792,45.0083,4.1242,1.5972,SKYW US Equity,Industrials,1827144460.6399999,4.04,3.303,153.5496
2022-12-31,,11.4653,0.3558,1.44,3.1615,150.8168,46.3973,2.4278,1.0034,SKYW US Equity,Industrials,1827144460.6399999,,1.1974,-34.3299
2015-12-31,47.973,144.3461,1.6005,2.8744,3.9104,122.4397,74.8746,17.0844,1.5429,SLG US Equity,Real Estate,2054316644.6400006,3.12,2.7987,-16.7582
2016-12-31,48.6269,134.2784,1.5245,2.4926,3.3203,76.5093,74.8286,13.4066,1.4045,SLG US Equity,Real Estate,2054316644.6400006,3.11,0.0262,-20.3823
2017-12-31,57.2679,754.6676,1.5624,0.9228,1.3205,80.2103,68.5197,6.707,0.6794,SLG US Equity,Real Estate,2054316644.6400006,3.34,-0.1365,28.5585
2018-12-31,59.1792,24.7692,1.1668,2.832,3.9825,84.1658,71.885,20.1453,1.8498,SLG US Equity,Real Estate,2054316644.6400006,4.37,0.6039,-9.1018
2019-12-31,70.5764,72.8122,1.3964,3.3942,4.6952,95.5544,69.7899,21.8269,2.1196,SLG US Equity,Real Estate,2054316644.6400006,5.68,1.0774,1.9445
2020-12-31,71.6226,30.1834,0.8722,5.3352,7.2005,98.626,72.4543,35.2465,3.0323,SLG US Equity,Real Estate,2054316644.6400006,5.91,4.0685,-45.1554
2021-12-31,68.7657,32.1609,1.0136,6.8123,9.4372,93.4707,72.906,53.289,3.9497,SLG US Equity,Real Estate,2054316644.6400006,4.8,4.898,-19.7078
2022-12-31,,14.6934,0.4985,-1.4554,-2.0928,127.8022,67.6457,-9.4436,-0.6667,SLG US Equity,Real Estate,2054316644.6400006,,1.5387,-0.5431
2015-12-31,31.9284,16.1741,0.5223,-88.35,-83.2098,48.5387,61.3594,-281.9012,-53.175,CRGY US Equity,Energy,1798664571.4799998,,3.2968,-769.7234
2016-12-31,32.2704,,0.9971,-13.55,-24.472,22.9919,46.834,-72.539,-14.6303,CRGY US Equity,Energy,1798664571.4799998,,12.0632,86.2922
2017-12-31,33.1053,,0.5349,-3.55,-7.6541,38.0142,44.0293,-22.1462,-4.6553,CRGY US Equity,Energy,1798664571.4799998,,-9.6391,56.6235
2018-12-31,33.1053,,0.7908,-23.45,-66.6146,42.7384,20.5496,-165.1627,-38.0742,CRGY US Equity,Energy,1798664571.4799998,,-0.7239,-449.8348
2019-12-31,33.2964,,4.083,-14.75,-124.6843,67.8025,4.4943,-201.9462,-52.31,CRGY US Equity,Energy,1798664571.4799998,,1.2508,-20.2916
2020-12-31,39.9356,,25.5579,-6.0,-251.4726,114.1196,0.448,-146.424,-63.0964,CRGY US Equity,Energy,1798664571.4799998,,4.0039,-31.8536
2021-12-31,23.7702,25.5852,3.1503,-0.1143,-5.5536,34.3689,4.025,-1.3119,-0.7274,CRGY US Equity,Energy,1798664571.4799998,2.84,4.5463,
2022-12-31,,14.9803,2.3599,0.573,12.6345,38.1423,5.0807,3.1623,1.7298,CRGY US Equity,Energy,1798664571.4799998,,0.3493,165.4665
2015-12-31,,,,0.07,,130.6391,,8.8864,,CAAP US Equity,Industrials,2229622177.62,,,
2016-12-31,,,,0.02,7.404,138.0394,,2.4708,0.9787,CAAP US Equity,Industrials,2229622177.62,,,21.2669
2017-12-31,,,,0.0425,13.9398,186.886,2.8857,4.0308,1.7094,CAAP US Equity,Industrials,2229622177.62,,,11.2521
2018-12-31,22.0702,118.8918,1.381,0.04,1.1585,92.2686,4.8009,0.4996,0.1864,CAAP US Equity,Industrials,2229622177.62,,,-19.0099
2019-12-31,22.5933,24.5881,1.2569,0.06,1.1878,101.6231,4.7736,0.5838,0.2355,CAAP US Equity,Industrials,2229622177.62,,,-25.1992
2020-12-31,38.8593,16.3511,1.3046,-1.58,-40.3819,169.8357,3.0584,-41.6647,-6.9445,CAAP US Equity,Industrials,2229622177.62,,1.9017,
2021-12-31,39.4327,,1.9729,-0.73,-24.5543,188.5383,2.9246,-16.6576,-3.3518,CAAP US Equity,Industrials,2229622177.62,,7.3456,
2022-12-31,,8.3266,1.9596,1.05,28.3627,171.3365,4.4551,12.1978,4.5106,CAAP US Equity,Industrials,2229622177.62,,-0.1443,4614.7833
2019-12-31,,,,-1.57,,,-6.3775,-35.3193,,FORG US Equity,Information Technology,1750205262.0299997,,,
2020-12-31,,,,-1.74,,95.3321,-7.8633,-32.7452,-32.451,FORG US Equity,Information Technology,1750205262.0299997,,,13.3164
2021-12-31,,,6.563,-1.14,,15.5715,4.0667,-26.9978,-14.354,FORG US Equity,Information Technology,1750205262.0299997,,,11.3767
2022-12-31,,,6.264,-0.78,-20.3197,16.0422,3.6351,-30.4682,-13.3699,FORG US Equity,Information Technology,1750205262.0299997,,,-134.0143
2015-02-01,31.0733,,,0.22,3.7327,165.8388,6.4724,1.0226,0.8428,PLAY US Equity,Consumer Discretionary,1929726046.88,,,44.7148
2015-12-31,,57.6647,6.4489,,,,,,,PLAY US Equity,Consumer Discretionary,1929726046.88,1.56,,
2016-01-31,28.981,,,1.46,19.7076,97.4239,8.3216,6.8766,6.1022,PLAY US Equity,Consumer Discretionary,1929726046.88,,,48.9771
2016-12-31,,36.6203,6.7655,,,,,,,PLAY US Equity,Consumer Discretionary,1929726046.88,1.68,-1.7552,
2017-01-29,32.5822,,,2.16,23.1092,60.1039,10.4124,9.0329,8.8303,PLAY US Equity,Consumer Discretionary,1929726046.88,,,36.788
2017-12-31,,26.0,5.2985,,,,,,,PLAY US Equity,Consumer Discretionary,1929726046.88,1.75,-3.7319,
2018-02-04,33.4172,,,2.93,28.0918,86.8617,10.5143,10.6115,10.7522,PLAY US Equity,Consumer Discretionary,1929726046.88,,,10.1358
2018-12-31,,16.8452,4.238,,,,,,,PLAY US Equity,Consumer Discretionary,1929726046.88,1.71,0.6713,
2019-02-03,34.0207,,,3.0,28.9619,101.4522,10.3362,9.2643,9.4907,PLAY US Equity,Consumer Discretionary,1929726046.88,,,-2.8787
2019-12-31,,13.607,3.8863,,,,,,,PLAY US Equity,Consumer Discretionary,1929726046.88,1.85,0.2671,
2020-02-02,34.0207,,,3.0,35.9696,1129.0032,5.5435,7.4012,5.5039,PLAY US Equity,Consumer Discretionary,1929726046.88,,,-8.0255
2020-12-31,,10.0671,5.4153,,,,,,,PLAY US Equity,Consumer Discretionary,1929726046.88,1.86,1.2216,
2021-01-31,35.2781,,,-4.75,-128.2041,1246.9001,3.216,-47.4154,-8.7646,PLAY US Equity,Consumer Discretionary,1929726046.88,,,
2021-12-31,,11.9316,11.9403,,,,,,,PLAY US Equity,Consumer Discretionary,1929726046.88,1.93,5.0012,
2022-01-30,35.0669,,,2.26,50.6844,636.8907,5.6808,8.3309,4.6243,PLAY US Equity,Consumer Discretionary,1929726046.88,,,
2022-12-31,,15.1646,6.2386,,,,,,,PLAY US Equity,Consumer Discretionary,1929726046.88,,0.7688,
2015-12-31,25.9028,32.2517,3.8979,1.66,12.9925,28.501,13.7714,6.2224,7.5195,USPH US Equity,Health Care,1770397557.5,,-0.7369,3.3342
2016-12-31,25.6513,41.5822,4.6855,1.64,11.4616,27.4649,14.9823,5.7639,6.2752,USPH US Equity,Health Care,1770397557.5,,0.2771,4.7342
2017-12-31,31.9284,49.7522,4.4386,1.76,11.3431,19.6901,16.2662,5.3752,5.7792,USPH US Equity,Health Care,1770397557.5,,-2.8251,10.488
2018-12-31,31.9284,85.6987,6.012,1.31,16.5742,11.3552,17.0243,7.6828,8.0898,USPH US Equity,Health Care,1770397557.5,,-1.5165,10.2068
2019-12-31,32.7633,40.8554,6.0801,3.1388,17.5532,36.3243,18.8074,8.3074,7.9758,USPH US Equity,Health Care,1770397557.5,,-0.8553,11.79
2020-12-31,32.0994,40.8007,5.596,2.742,13.6301,27.0732,21.4885,8.3207,6.0931,USPH US Equity,Health Care,1770397557.5,,0.5202,-22.2647
2021-12-31,33.3568,28.6435,4.1734,3.17,14.2824,49.305,22.8949,8.2483,6.077,USPH US Equity,Health Care,1770397557.5,,-2.4168,34.7929
2022-12-31,32.3106,27.0043,3.3361,2.4766,10.5195,60.9485,24.2888,5.8137,4.0008,USPH US Equity,Health Care,1770397557.5,,-0.1153,-19.6011
2015-12-31,30.6106,19.1933,1.6653,2.37,11.2613,196.578,21.6538,29.6812,1.168,BKU US Equity,Financials,1772365616.9399998,1.62,-3.01,1.2423
2016-12-31,32.0089,17.6314,1.6234,2.11,9.3078,233.2984,23.2169,23.1102,0.8722,BKU US Equity,Financials,1772365616.9399998,2.3,-1.9445,12.9848
2017-12-31,32.0089,16.6432,1.4378,5.6,21.7109,170.9757,28.3211,55.431,2.1099,BKU US Equity,Financials,1772365616.9399998,2.42,0.356,20.5748
2018-12-31,32.0089,10.0134,1.0152,3.01,10.4815,183.7912,29.4916,27.4818,1.0394,BKU US Equity,Financials,1772365616.9399998,2.37,1.3451,2.7664
2019-12-31,32.2,11.3891,1.1668,3.14,10.1523,171.5022,31.3343,34.7891,0.9629,BKU US Equity,Financials,1772365616.9399998,2.47,1.3836,-2.8038
2020-12-31,32.7834,16.8835,1.0851,2.06,6.3373,138.0877,32.0521,22.3568,0.5829,BKU US Equity,Financials,1772365616.9399998,2.44,2.138,-38.2769
2021-12-31,33.8296,9.3606,1.1929,4.52,13.5861,95.9572,35.468,44.6296,1.1718,BKU US Equity,Financials,1772365616.9399998,2.46,2.4938,80.2161
2022-12-31,33.8296,9.596,1.0553,3.55,10.2269,263.2135,32.1902,28.7676,0.7824,BKU US Equity,Financials,1772365616.9399998,,0.8927,-16.5232
2015-03-31,30.4497,,,-0.14,-1.5916,39.386,9.0393,-1.3705,-0.8429,RAMP US Equity,Information Technology,1895187367.45,,,
2015-12-31,,248.2379,2.3143,,,,,,,RAMP US Equity,Information Technology,1895187367.45,1.36,-3.9938,
2016-03-31,31.3751,,,0.09,0.9561,27.203,9.0306,0.7885,0.5485,RAMP US Equity,Information Technology,1895187367.45,,,60.0324
2016-12-31,,131.5647,2.9677,,,,,,,RAMP US Equity,Information Technology,1895187367.45,1.45,2.4266,
2017-03-31,31.3751,,,0.05,0.5714,30.9968,9.4378,0.4667,0.3446,RAMP US Equity,Information Technology,1895187367.45,,,
2017-12-31,,115.3867,2.9202,,,,,,,RAMP US Equity,Information Technology,1895187367.45,1.39,-2.5565,
2018-03-31,31.3751,,,0.3,3.1558,30.6263,9.6285,10.6678,1.9214,RAMP US Equity,Information Technology,1895187367.45,,,
2018-12-31,,117.4382,4.0121,,,,,,,RAMP US Equity,Information Technology,1895187367.45,1.43,-1.455,
2019-03-31,31.3751,,,13.71,98.9022,0.0,19.3716,360.1103,76.6883,RAMP US Equity,Information Technology,1895187367.45,,,-48.3973
2019-12-31,,,2.4815,,,,,,,RAMP US Equity,Information Technology,1895187367.45,1.53,-0.448,
2020-03-31,31.3751,,,-1.84,-10.2972,1.9393,16.5275,-32.7168,-8.9744,RAMP US Equity,Information Technology,1895187367.45,,,8.6926
2020-12-31,,,4.4284,,,,,,,RAMP US Equity,Information Technology,1895187367.45,1.55,-2.2046,
2021-03-31,35.932,,,-1.36,-8.3266,1.2737,15.8458,-20.3753,-6.9699,RAMP US Equity,Information Technology,1895187367.45,,,33.3702
2021-12-31,,,3.026,,,,,,,RAMP US Equity,Information Technology,1895187367.45,1.96,-8.1573,
2022-03-31,36.274,,,-0.5,-3.1564,5.7593,15.4965,-6.3998,-2.5806,RAMP US Equity,Information Technology,1895187367.45,,,45.6333
2022-12-31,,,1.5126,,,,,,,RAMP US Equity,Information Technology,1895187367.45,1.98,0.3589,
2015-12-31,27.9348,11.5913,1.4099,1.11,9.1963,77.9937,12.1644,33.784,4.7222,GTY US Equity,Real Estate,1663479862.3899999,,0.4085,18.8932
2016-12-31,27.9348,20.8189,2.0344,1.12,9.173,69.2809,12.5292,33.3223,4.3299,GTY US Equity,Real Estate,1663479862.3899999,,5.3063,39.8921
2017-12-31,29.7153,19.1662,1.9472,1.2789,9.5847,68.4778,13.9483,39.2716,4.8394,GTY US Equity,Real Estate,1663479862.3899999,,-4.2568,11.0259
2018-12-31,29.826,24.0026,2.0675,1.17,8.4074,76.4688,14.2252,35.0506,4.2696,GTY US Equity,Real Estate,1663479862.3899999,,-0.0675,26.4054
2019-12-31,31.3751,25.6547,2.3069,1.2106,8.4953,83.9951,14.2487,35.351,4.1894,GTY US Equity,Real Estate,1663479862.3899999,,0.0991,-0.8304
2020-12-31,30.5804,16.768,1.8207,1.62,11.1106,87.5399,15.1265,47.0919,5.4182,GTY US Equity,Real Estate,1663479862.3899999,,2.2173,13.2036
2021-12-31,30.5804,28.4541,2.0119,1.4037,8.9499,81.711,15.9498,40.4484,4.4638,GTY US Equity,Real Estate,1663479862.3899999,2.14,3.0786,14.3959
2022-12-31,30.8822,21.0897,2.082,1.88,11.9662,94.0934,16.2588,54.3777,5.9449,GTY US Equity,Real Estate,1663479862.3899999,,0.2382,35.6651
2015-12-31,29.7153,17.0511,1.9445,5.27,11.4919,165.0436,46.5308,26.5454,1.132,PRK US Equity,Financials,1684982963.7500002,,0.1443,-5.6778
2016-12-31,33.4373,21.4061,2.4731,5.62,11.835,152.791,48.3837,27.1876,1.1656,PRK US Equity,Financials,1684982963.7500002,,2.9225,8.2022
2017-12-31,34.6142,19.0128,2.1029,5.51,11.2447,119.8635,49.4565,25.5133,1.1228,PRK US Equity,Financials,1684982963.7500002,,-4.5865,-3.6014
2018-12-31,34.6142,12.0156,1.6019,7.13,13.8973,76.5119,53.032,29.9965,1.439,PRK US Equity,Financials,1684982963.7500002,,0.2039,10.8298
2019-12-31,35.6906,14.9695,1.7271,6.33,11.4015,46.7113,59.2798,26.0046,1.2553,PRK US Equity,Financials,1684982963.7500002,,1.1059,-4.9719
2020-12-31,36.0326,12.7084,1.6469,7.85,12.7333,55.6168,63.7638,28.2208,1.4343,PRK US Equity,Financials,1684982963.7500002,,1.4224,23.9431
2021-12-31,36.0326,14.3163,2.005,9.45,14.3137,39.7327,68.4827,33.4782,1.6343,PRK US Equity,Financials,1684982963.7500002,2.08,2.651,21.7207
2022-12-31,36.5557,15.5353,2.1409,9.13,13.6103,40.7117,65.7436,30.7149,1.5282,PRK US Equity,Financials,1684982963.7500002,,0.6098,-4.131
2015-12-29,47.4902,,,2.39,20.3525,0.0,11.9957,5.5471,9.7317,CAKE US Equity,Consumer Discretionary,1871728531.6499999,,,14.1746
2015-12-31,,19.4452,3.8439,,,,,,,CAKE US Equity,Consumer Discretionary,1871728531.6499999,2.89,1.0377,
2016-12-31,,25.2522,4.9918,,,,,,,CAKE US Equity,Consumer Discretionary,1871728531.6499999,,3.7237,
2017-01-03,47.4902,,,2.91,23.41,0.0,12.6479,6.1297,11.0417,CAKE US Equity,Consumer Discretionary,1871728531.6499999,,,21.6326
2017-12-31,,17.0165,3.8093,,,,,,,CAKE US Equity,Consumer Discretionary,1871728531.6499999,3.19,-4.9977,
2018-01-02,47.4902,,,3.35,25.8712,1.6299,13.3731,6.9627,11.9855,CAKE US Equity,Consumer Discretionary,1871728531.6499999,,,-23.9551
2018-12-31,,17.3536,3.4157,,,,,,,CAKE US Equity,Consumer Discretionary,1871728531.6499999,3.53,-0.3838,
2019-01-01,47.4902,,,2.19,16.7206,1.7511,12.7383,4.2462,7.4823,CAKE US Equity,Consumer Discretionary,1871728531.6499999,,,-22.1774
2019-12-31,55.3164,14.9523,3.0428,2.9,22.2774,281.237,12.771,5.1272,6.1276,CAKE US Equity,Consumer Discretionary,1871728531.6499999,4.49,-0.0283,-12.9048
2020-12-29,50.2163,,,-6.32,-64.4109,322.8857,6.3284,-12.7754,-9.0688,CAKE US Equity,Consumer Discretionary,1871728531.6499999,,,
2020-12-31,,14.3713,5.8562,,,,,,,CAKE US Equity,Consumer Discretionary,1871728531.6499999,4.27,-0.4798,
2021-12-29,52.7211,,,1.03,15.8779,550.0578,6.3218,2.4721,2.6103,CAKE US Equity,Consumer Discretionary,1871728531.6499999,,,
2021-12-31,,22.1512,6.1928,,,,,,,CAKE US Equity,Consumer Discretionary,1871728531.6499999,4.73,0.9659,
2022-12-31,,17.9416,5.016,,,,,,,CAKE US Equity,Consumer Discretionary,1871728531.6499999,,0.5318,
2015-12-31,30.9124,,8.6926,-0.67,-25.4558,0.1365,3.0336,-23.0217,-14.6879,QTWO US Equity,Information Technology,1938582108.62,1.33,,-30.2501
